ID_RICHIES,RICHIESTA,RICHIEST_1,PROCEDIMEN,ESITO PRAT,CHIUSURA P,CODICE VIA,CIVICO,ESPONENTE,LOCALIZZAZ,DESCRIZION,LOCALIZZ_1,ANNO,NOMI_FILE,indirizzo_,lat,lon,fid,ID_STR,COD_EDI,DESCRIZ,COD_TSC,OBJECTID,SIGLA,COD_1,COD_2,COD_3,COD_4,COD_TOT,DESCR,HECTARES,PERIMETER,SHAPE.AREA,SHAPE.LEN,layer,path,ID_STR_2,COD_EDI_2,DESCRIZ_2,COD_TSC_2,OBJECTID_2,SIGLA_2,COD_1_2,COD_2_2,COD_3_2,COD_4_2,COD_TOT_2,DESCR_2,HECTARES_2,PERIMETER_,SHAPE.AR_1,SHAPE.LEN_,layer_2,path_2
109553,2018,2018/03/13,permesso di costruire LR 15/2013,Rilasciata,2018/04/23,36050.000000000000000,13.000000000000000,,VIA PAOLO G. MARTINI N.  13 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare: AUTORIMESSA completamente  INTERRATA in unità immobiliare ad uso residenziale.,VIA PAOLO GIOVANNI MARTINI N.  13,2018.000000000000000,PDC aprile 2018.xls,"Via Paolo Giovanni Martini 13, Bologna",44.493484100000003,11.314489200000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
305654,2020,2020/07/31,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2021/02/10,250.000000000000000,1.000000000000000,,VIA DEGLI ACERI N.  1 INTERNO 0  PIANO T,"PERMESSO DI COSTRUIRE PER CAMBIO D'USO DA UN MAGAZZINO (8) A 4 CIVILI ABITAZIONI (1A) MEDIANTE OPERE DI RISTRUTTURAZIONE EDILIZIA CON  SOPRELEVAZIONE ED AMPLIAMENTO, COSTRUZIONE DI FABBRICATI ACCESSORI.",VIA DEGLI ACERI N.  1 INTERNO 0  PIANO T,2020.000000000000000,PDC rilasciati gen - mar 2021.xls,"Via Degli Aceri 1, Bologna",44.530074100000000,11.400881800000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
305796,2020,2020/07/31,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2020/12/10,29750.000000000000000,24.000000000000000,,VIA GIUSEPPE GUIDICINI N.  24 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di RISTRUTTURAZIONE EDILIZIA E  NUOVA COSTRUZIONE DI SUPERFICIE ACCESSORIA DESTINATA A PARCHEGGI E VANI  ACCESSORI   COMPLETAMENTE INTERRATA NEL LOTTO DI PERTINENZA E SOTTO L'AREA DI SEDIME SU  EDIFICIO DOCUM,VIA GIUSEPPE GUIDICINI N.  24 INTERNO 0,2020.000000000000000,PDC ago - dic 2020.xls,"Via Giuseppe Guidicini 24, Bologna",44.482943499999998,11.362719800000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
516546,2020,2020/12/07,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2021/09/08,9830.000000000000000,2.000000000000000,,VIA GIUSEPPE BOSI N.  2,"PERMESSO DI COSTRUIRE per opere da realizzare  di ristrutturazione edilzia con cambio d'uso verso l'abitativo, con contestuale autorizzazione paesaggistica semplifica e parere interno campi elettromagnetici",VIA GIUSEPPE BOSI N.  2,2020.000000000000000,PDC apr-set 2021.xls,"Via Giuseppe Bosi 2, Bologna",44.452189199999999,11.363538399999999,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
428885,2019,2019/09/27,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2020/04/01,31800.000000000000000,3.000000000000000,,VIA LETIZIA N.  3 INTERNO 0,"PERMESSO DI COSTRUIRE per intervento di ristrutturazione edilizia di edificio  residenziale esistente con demolizione e ricostruzione su medesimo sedime e  sagoma, nuova costruzione di autorimessa interrata.",VIA LETIZIA N.  3 INTERNO 0,2019.000000000000000,PDC rilasciati gennaio-luglio 2020.xls,"Via Letizia 3, Bologna",44.480553700000002,11.351173700000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
501498,2020,2020/11/28,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2021/06/28,13900.000000000000000,25.000000000000000,,VIA DI CASAGLIA N.  25 INTERNO 0,"permesso di costruire LR 15/2013 per intervento di nuova costruzione (lettera g allegato LR 15/2013) per realizzazione di interrato in parte fuori dall’area di sedime dei tre edifici componenti la corte, oltre al cambio d'uso e demolizione parziale deg",VIA DI CASAGLIA N.  25 INTERNO 0,2020.000000000000000,PDC apr-set 2021.xls,"Via Di Casaglia 25, Bologna",44.485123000000002,11.311187100000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
9709,2016,2016/01/14,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2016/07/05,37300.000000000000000,,,VIA MAZZINI INTERNO 0  (Civico da definire),"PERMESSO DI COSTRUIRE per opere da realizzare di COSTRUZIONE, PREVIA DEMOLIZIONE, DI UN COMPLESSO RESIDENZIALE IN VIA MAZZINI n°174  consistenti in realizzazione di tre edifici residenziali uso 1a - in variante al P.G. 56721/2010",VIA MAZZINI INTERNO 0  (Civico da definire),2016.000000000000000,PDC luglio 2016.xls,"Via Mazzini (), Bologna",44.484837100000000,11.371209300000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
235904,2016,2016/07/08,permesso di costruire LR 15/2013,Rilasciata,2016/11/24,37300.000000000000000,,,VIA MAZZINI INTERNO 0  ( Civico da definire ),PERMESSO DI COSTRUIRE per opere da realizzare di nuova costruzione di superficie accessoria fuori terra e ristrutturazione con modifica di sagoma a parità di volume di un edificio esistente ad uso residenziale in via mazzini  76/78,VIA MAZZINI INTERNO 0  ( Civico da definire ),2016.000000000000000,PDC novembre 2016.xls,"Via Mazzini ( ), Bologna",44.484837100000000,11.371209300000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
214838,2017,2017/06/13,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2018/05/02,56750.000000000000000,26.000000000000000,,VIA CLOTILDE TAMBRONI N.  26 INTERNO 0,PERMESSO DI COSTRUIRE per AMPLIAMENTO DI COMPLESSO  EDILIZIO DI PROPRIETA' DI COMUNITA' RELIGIOSA.,VIA CLOTILDE TAMBRONI N.  26 INTERNO 0,2017.000000000000000,PDC maggio 2018.xls,"Via Clotilde Tambroni 26, Bologna",44.485216000000001,11.364591900000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
269561,2017,2017/07/26,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2018/02/20,11050.000000000000000,28.000000000000000,,VIA CADRIANO N.  28 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di demolizione di edificio ad uso  agricolo e ricostruzione con aumento di volume di edificio ad uso residenziale,VIA CADRIANO N.  28 INTERNO 0,2017.000000000000000,PDC febbraio 2018.xls,"Via Cadriano 28, Bologna",44.523323099999999,11.379908700000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
391447,2017,2017/10/27,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2017/12/13,13900.000000000000000,59.000000000000000,,VIA DI CASAGLIA N.  59 INTERNO 0,PERMESSO DI COSTRUIRE a v.c.o. essenziale (art. 14 bis L.R. 23/2004) alla SCIA PG 306682/2017 per opere da realizzare di nuova costruzione consistenti in realizzazione di una autorimessa pertinenziale interrata,VIA DI CASAGLIA N.  59 INTERNO 0,2017.000000000000000,PDC dicembre 2017.xls,"Via Di Casaglia 59, Bologna",44.463647199999997,11.300908900000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
419676,2017,2017/11/17,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2018/02/20,42850.000000000000000,30.000000000000000,,VIA DELL'OSSERVANZA N.  30 INTERNO 0,"PERMESSO DI COSTRUIRE per opere da realizzare di Ristrutturazione Edilizia,  ampliamento autorimessa piano interrato e sistemazione area cortiliva in  edificio ad uso abitativo",VIA DELL'OSSERVANZA N.  30 INTERNO 0,2017.000000000000000,PDC febbraio 2018.xls,"Via Dell'Osservanza 30, Bologna",44.484064300000000,11.337438400000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
448758,2017,2017/12/11,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2018/04/17,62690.000000000000000,2.000000000000000,,VIA GIOVANNA ZACCHERINI ALVISI N.  2 INTERNO -,PERMESSO DI COSTRUIRE per opere di ristrutturazione edilizia con cambio d'uso  al residenziale di un edificio classificato documentale con attuale utilizzo ad  autorimessa previa demolizione e successiva nuova costruzione del volume  esistente previa app,VIA GIOVANNA ZACCHERINI ALVISI N.  2,2017.000000000000000,PDC aprile 2018.xls,"Via Giovanna Zaccherini Alvisi 2, Bologna",44.493284500000001,11.360457400000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
300183,2020,2020/07/28,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2020/12/22,24800.000000000000000,4.000000000000000,,VIA GAIBARA N.  4 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di Ristrutturazione Edilizia con  accorpamento di volume nella misura del 20% ai fini di realizzare un'abitazione  monofamiliare,VIA GAIBARA N.  4 INTERNO 0,2020.000000000000000,PDC ago - dic 2020.xls,"Via Gaibara 4, Bologna",44.448088900000002,11.340520200000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
146917,2021,2021/03/30,permesso di costruire LR 15/2013,Rilasciata con prescrizioni - Annullamento parziale PdC,2021/10/14,13900.000000000000000,47.000000000000000,,VIA DI CASAGLIA N.  47 INTERNO 0,"Domanda di Permesso di Costruire LR 15/2013 per intervento di nuova costruzione (lettera g allegato LR 15/2013) consistente nella demolizione e ricostruzione nel rispetto di sedime e sagoma di edificio collabente del complesso denominato ""Villa Puglioli,",VIA DI CASAGLIA N.  47 INTERNO 0,2021.000000000000000,PDC ott-dic 2021.xls,"Via Di Casaglia 47, Bologna",44.477642000000003,11.306272099999999,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
196300,2022,2022/04/26,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2023/02/15,56000.000000000000000,7.000000000000000,,VIA DELLO STALLO N.  7 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di Demolizione e Nuova  Costruzione di edificio ad uso residenziale A1,VIA DELLO STALLO N.  7 INTERNO 0,2022.000000000000000,PdC gennaio - agosto 2023.xls,"Via Dello Stallo 7, Bologna",44.492416200000001,11.384247600000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
810084,2022,2022/12/02,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2023/11/24,31300.000000000000000,25.000000000000000,,VIA ERCOLE LELLI N.  25 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di RISTRUTTURAZIONE EDILIZIA PER  DEMOLIZIONE E NUOVA COSTRUZIONE DI IMMOBILE AD USO RESIDENZIALE CON CAMBIO  D'USO E REALIZZAZIONE DI NUOVE U.I.,VIA ERCOLE LELLI N.  25 INTERNO 0,2022.000000000000000,PDC set-dic 2023.xls,"Via Ercole Lelli 25, Bologna",44.470732900000002,11.368376500000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
238722,2019,2019/05/23,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021/09/23,39700.000000000000000,42.000000000000000,,VIA MONTELLO N.  42 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di ampliamento  di edificio scolastico esistente, uso 7a scuola secondaria di primo grado",VIA MONTELLO N.  42 INTERNO 0,2019.000000000000000,PDC apr-set 2021.xls,"Via Montello 42, Bologna",44.497433800000003,11.321481900000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
183506,2020,2020/05/12,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2020/09/16,52950.000000000000000,236.000000000000000,,VIA SARAGOZZA N.  236 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di  demolizione, ristrutturazione, nuova costruzione, riqualificazione ambientale  nell'area ad uso U 7a",VIA SARAGOZZA N.  236 INTERNO 0,2020.000000000000000,PDC ago - dic 2020.xls,"Via Saragozza 236, Bologna",44.489465099999997,11.312196399999999,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
417781,2020,2020/10/16,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021/03/09,55950.000000000000000,71.000000000000000,"8",VIA STALINGRADO N.  71 / 8 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di AMPLIAMENTO UNA TANTUM FINO AL 10% DEL VTE (art.63 vigente RUE) DI EDIFICI PER SERVIZI COMMERCIALI (4) SITI IN VIA STALINGRADO 71,VIA STALINGRADO N.  71 / 8 INTERNO 0,2020.000000000000000,PDC apr-set 2021.xls,"Via Stalingrado 71 / 8, Bologna",44.518744499999997,11.362702400000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
399955,2020,2020/10/07,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021/01/12,30180.000000000000000,31.000000000000000,,VIA DELL'INDUSTRIA N.  31 INTERNO 0,"PERMESSO DI COSTRUIRE per insediamento di un centro scommesse con opere di  manutenzione straordinaria nell'edificio sito in via dell'Industria 31, Bologna",VIA DELL'INDUSTRIA N.  31 INTERNO 0,2020.000000000000000,PDC rilasciati gen - mar 2021.xls,"Via Dell'Industria 31, Bologna",44.504701599999997,11.403965100000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
359595,2020,2020/09/15,permesso di costruire LR 15/2013 - non residenziale,Efficace,2021/05/14,54800.000000000000000,,,VIA TELEMACO SIGNORINI INTERNO 0  (Civico da definire),PERMESSO DI COSTRUIRE - NON RESIDENZIALE per realizzazione di parcheggio privato a raso,VIA TELEMACO SIGNORINI INTERNO 0  (Civico da definire),2020.000000000000000,PDC apr-set 2021.xls,"Via Telemaco Signorini (), Bologna",44.505345699999999,11.293821400000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
8827,2016,2016/01/13,permesso di costruire LR 15/2013  - non residenziale,Rilasciata con prescrizioni,2016/05/09,24200.000000000000000,,,PIAZZA S.FRANCESCO INTERNO 0  (Civico da definire),PERMESSO DI COSTRUIRE per opere da realizzare di spostamento e sostituzione del chiosco per giornali e riviste attualmente collocato sotto il portico di Piazza Malpighi n. 21 e da ricollocare in Piazza San Francesco nell'ambito del progetto di riqualific,PIAZZA S.FRANCESCO INTERNO 0  (Civico da definire),2016.000000000000000,PDC maggio 2016.xls,"Piazza S.Francesco (), Bologna",44.494810500000000,11.334975500000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
421513,2016,2016/12/19,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2017/01/26,14300.000000000000000,10.000000000000000,,VIA CASTELDEBOLE N.  10 INTERNO 0  PIANO T,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di Variante  alla cabina elettrica già ricompresa nel PdC con P.G. 101580/2016,VIA CASTELDEBOLE N.  10 INTERNO 0  PIANO T,2016.000000000000000,PDC agosto 2017.xls,"Via Casteldebole 10, Bologna",44.493266599999998,11.262741200000001,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
148973,2017,2017/04/28,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2018/04/19,3750.000000000000000,56.000000000000000,,VIA D'AZEGLIO N.  56 INTERNO -  PIANO I-T-1,PERMESSO DI COSTRUIRE A VARIANTE ESSENZIALE ALLA S.C.I.A. P.G. N. 47617/2017-  NON RESIDENZIALE per opere da realizzare di ampliamento consistenti in  realizzazione di tunnel interrato fuori sagoma in una unità immobiliare ad uso  3b occupante i piani t,VIA D'AZEGLIO N.  56,2017.000000000000000,PDC aprile 2018.xls,"Via D'Azeglio 56, Bologna",44.489250100000000,11.340721000000000,1,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL,"1021",EDI_C_T,Edifici d'interesse - Edifici d'interesse culturale e testimoniale,,,,,,,,,,,,,,TSA_UTM-ETRS89 — VIN_TSA_EDI_PL,C:\Users\Carlotta\Downloads\TSA_UTM-ETRS89|layername=VIN_TSA_EDI_PL
